,link,#_clicks,most_freq_positioning
908,christina aguilera,6.0,center-top
909,christmas island,4.0,bottom
910,christopher columbus,55.0,top
911,christopher wren,5.0,center
912,chromatic aberration,6.0,top
913,chromatophore,2.0,top
914,chromium,13.0,center
915,church of england,44.0,top
916,church of ireland,10.0,top
917,cicely,0.0,bottom
918,cider,8.0,center-bottom
919,cinema of the united states,55.0,bottom
920,citizen kane,3.0,bottom
921,citizenship,13.0,top
922,citrus,16.0,top
923,city,31.0,top
924,city status in the united kingdom,19.0,center-top
925,civil war token,0.0,bottom
926,civil rights,21.0,top
927,civil society,10.0,top
928,civilization,103.0,top
929,civilization (computer game),6.0,bottom
930,clarinet,8.0,center-bottom
931,classic female blues,4.0,center
932,claude lévi-strauss,4.0,bottom
933,claude monet,4.0,center
934,claudius,5.0,center-top
935,clay,7.0,center-top
936,cleopatra vii,10.0,center-top
937,cleopatra vii of egypt,0.0,center
938,"cleveland, ohio",14.0,top
939,clifton suspension bridge,3.0,top
940,climate,67.0,center
941,climate change,18.0,top
942,clock,15.0,center-top
943,clone wars (star wars),8.0,bottom
944,clothing,15.0,center
945,cloud,25.0,center-top
946,coal,45.0,center
947,coal tit,1.0,bottom
948,cobalt,8.0,center
949,coccinellidae,3.0,center-top
950,cochineal,2.0,top
951,cockatiel,4.0,center-top
952,cocoa,15.0,top
953,coconut,10.0,top
954,coconut crab,3.0,top
955,coconut oil,2.0,center-bottom
956,cocos (keeling) islands,3.0,bottom
957,cod,11.0,center-bottom
958,code of hammurabi,2.0,center-top
959,coffee,49.0,center-top
960,coin,14.0,bottom
961,cold war,91.0,top
962,colditz castle,0.0,bottom
963,colima (volcano),5.0,bottom
964,collapse of the world trade center,6.0,bottom
965,colley cibber,5.0,top
966,cologne,4.0,top
967,colombia,27.0,top
968,colombo,3.0,top
969,color,75.0,bottom
970,color graphics adapter,0.0,bottom
971,color blindness,5.0,bottom
972,colorado river,4.0,top
973,colossus of rhodes,1.0,bottom
974,columba,1.0,top
975,columbia river,4.0,top
976,columbine high school massacre,6.0,top
977,"columbus, ohio",11.0,top
978,comet,29.0,top
979,comet hale-bopp,3.0,bottom
980,comet halley,6.0,bottom
981,comet hyakutake,4.0,bottom
982,comet shoemaker-levy 9,5.0,bottom
983,comet white-ortiz-bolelli,0.0,bottom
984,comics,13.0,top
985,comma johanneum,0.0,top
986,commodore 64,6.0,center-bottom
987,common basilisk,0.0,bottom
988,common cuckoo,3.0,center-top
989,common eider,0.0,bottom
990,common eland,2.0,bottom
991,common hazel,1.0,bottom
992,common pheasant,0.0,bottom
993,common tern,2.0,center-bottom
994,common agouti,0.0,bottom
995,common cold,10.0,center-top
996,common sage,3.0,center-bottom
997,commonwealth games,10.0,bottom
998,communication,56.0,top
999,communism,52.0,top
1000,community,4.0,top
1001,comoros,3.0,bottom
1002,compact disc,37.0,center-top
1003,company (law),6.0,bottom
1004,compsognathus,4.0,center
1005,computational chemistry,3.0,center-bottom
1006,computer,224.0,top
1007,computer and video games,46.0,bottom
1008,computer programming,60.0,bottom
1009,computer science,272.0,top
1010,conakry,2.0,center-bottom
1011,concorde,7.0,center-top
1012,condoleezza rice,6.0,center-bottom
1013,conflict,6.0,top
1014,confucianism,9.0,bottom
1015,confucius,5.0,top
1016,congo river,13.0,top
1017,consolation of philosophy,1.0,center-bottom
1018,constantine i,6.0,top
1019,constantine ii of scotland,0.0,bottom
1020,"constitution of may 3, 1791",3.0,center
1021,constitutional monarchy,39.0,top
1022,constructivism (art),2.0,bottom
1023,consumer protection,3.0,bottom
1024,contact lens,6.0,center-bottom
1025,continent,98.0,top
1026,continental crust,14.0,center-top
1027,control car (rail),0.0,bottom
1028,convention on the international trade in endangered species of wild flora and fauna,3.0,bottom
1029,convention on the rights of the child,6.0,center-top
1030,cook islands,8.0,top
1031,cookiecutter shark,12.0,top
1032,cooperative,16.0,center
1033,coot,3.0,center-bottom
1034,copenhagen,12.0,top
1035,copenhagen fire of 1728,0.0,bottom
1036,copper,44.0,top
1037,copper(i) chloride,1.0,center-bottom
1038,coriander,0.0,top
1039,corinthian war,2.0,center
1040,cormorant,3.0,center
1041,corn oil,7.0,bottom
1042,cornea,11.0,top
1043,cornell university,17.0,top
1044,coronation street,3.0,top
1045,corporate finance,8.0,top
1046,corporation,70.0,top
1047,corrosion,13.0,top
1048,corundum,4.0,center-bottom
1049,cosmic inflation,4.0,center-top
1050,cosmic microwave background radiation,5.0,top
1051,costa rica,15.0,bottom
1052,costume design,5.0,bottom
1053,cotopaxi,2.0,center-top
1054,cotswolds,2.0,center-top
1055,cotton,29.0,top
1056,coulomb's law,5.0,center-top
1057,country,145.0,top
1058,coupling (railway),2.0,bottom
1059,coventry,3.0,center-top
1060,crab nebula,2.0,bottom
1061,crash test dummy,5.0,bottom
1062,craters of the moon national monument and preserve,4.0,bottom
1063,craton,2.0,top
1064,creation-evolution controversy,6.0,top
1065,creationism,5.0,center
1066,creative commons,4.0,center-top
1067,cretaceous,23.0,top
1068,cretaceous-tertiary extinction event,4.0,center
1069,cricket,32.0,bottom
1070,crime,32.0,center-bottom
1071,crime and punishment,3.0,center
1072,crime in mexico,0.0,bottom
1073,crimean karaites,1.0,bottom
1074,crimean war,5.0,center-top
1075,crimson-collared tanager,0.0,bottom
1076,cristero war,0.0,bottom
1077,criticism of the war on terrorism,0.0,bottom
1078,croatia,9.0,bottom
1079,crocodile,7.0,center-bottom
1080,crohn's disease,0.0,bottom
1081,cross fell,1.0,bottom
1082,crossbill,0.0,bottom
1083,crow,6.0,center-top
1084,crown jewels of the united kingdom,9.0,bottom
1085,crusades,12.0,top
1086,crust (geology),28.0,bottom
1087,crustacean,17.0,center-bottom
1088,cryptography,11.0,center
1089,crystal,25.0,top
1090,crystallographic defects in diamond,0.0,bottom
1091,cuba,42.0,top
1092,cubeb,1.0,bottom
1093,cubism,8.0,bottom
1094,cuckmere haven,4.0,bottom
1095,cultivar,18.0,center-top
1096,cultural diversity,2.0,bottom
1097,cultural identity,5.0,top
1098,culture,210.0,top
1099,culture of the democratic republic of the congo,0.0,bottom
1100,curium,1.0,center
1101,currency,58.0,top
1102,cyanocobalamin,2.0,center-bottom
1103,cyberpunk,4.0,center
1104,cyclamen,0.0,bottom
1105,cyclone percy,0.0,bottom
1106,cyclone rosita,0.0,bottom
1107,cyclops,9.0,center-top
1108,cymbopogon,3.0,center-bottom
1109,cyprus,15.0,bottom
1110,cyril clarke,0.0,bottom
1111,cyrus k. holliday,0.0,bottom
1112,cyrus the great,3.0,top
1113,cystic fibrosis,3.0,center
1114,czech republic,11.0,bottom
1115,dál riata,1.0,top
1116,düsseldorf,1.0,top
1117,dna,62.0,top
1118,dna repair,4.0,bottom
1119,dvd,53.0,bottom
1120,dad's army,0.0,bottom
1121,dada,1.0,bottom
1122,dakar,3.0,center
1123,"dakota, minnesota and eastern railroad",11.0,bottom
1124,daley thompson,0.0,bottom
1125,"dallas, texas",13.0,center-top
1126,dam,13.0,top
1127,damascus,6.0,top
1128,damascus steel,2.0,center-top
1129,damon hill,4.0,center
1130,dance,38.0,center-bottom
1131,dandelion,17.0,center-bottom
1132,daniel day-lewis,2.0,center
1133,daniel ellsberg,1.0,center-top
1134,danny deever,0.0,bottom
1135,danske statsbaner,1.0,center-bottom
1136,dante alighieri,7.0,bottom
1137,danube,16.0,top
1138,darfur conflict,8.0,center-bottom
1139,dark ages,51.0,top
1140,darling river,2.0,bottom
1141,darmstadtium,3.0,bottom
1142,darth vader,11.0,center
1143,dartmoor,0.0,center-top
1144,das kapital,2.0,top
1145,data encryption standard,6.0,center-top
1146,david attenborough,1.0,center
1147,david beckham,20.0,center-top
1148,david blanchflower,0.0,bottom
1149,david cameron,3.0,bottom
1150,david copperfield (novel),3.0,bottom
1151,david helvarg,0.0,bottom
1152,david heymann,0.0,bottom
1153,david hilbert,3.0,center
1154,david hume,2.0,top
1155,david iii of tao,0.0,bottom
1156,david livingstone,3.0,top
1157,davis cup,7.0,top
1158,davy jones' locker,1.0,bottom
1159,day,7.0,center
1160,dayuan,1.0,top
1161,dead sea,15.0,top
1162,dead sea scrolls,8.0,center-top
1163,death valley national park,7.0,center
1164,decade volcanoes,0.0,center-bottom
1165,deconstructivism,2.0,bottom
1166,defaka,0.0,bottom
1167,defense of sihang warehouse,0.0,bottom
1168,definition of planet,3.0,center-bottom
1169,deinonychus,2.0,bottom
1170,deity,26.0,top
1171,delhi,10.0,top
1172,deluge (mythology),6.0,bottom
1173,demand note,2.0,bottom
1174,democracy,72.0,top
1175,democratic action party,5.0,center-bottom
1176,democratic republic of the congo,21.0,top
1177,demosthenes,1.0,center-bottom
1178,denis law,0.0,top
1179,denmark,49.0,bottom
1180,dennis ritchie,2.0,top
1181,"denver, colorado",7.0,top
1182,derby,4.0,center
1183,desert,35.0,top
1184,desert locust,3.0,bottom
1185,desmond tutu,1.0,bottom
1186,despotism,6.0,center-bottom
1187,"detroit, michigan",12.0,center-bottom
1188,devonian,1.0,top
1189,dewey square,0.0,bottom
1190,diabetes mellitus,6.0,bottom
1191,diamond,30.0,top
1192,diamond cut,3.0,center
1193,diamond simulant,2.0,bottom
1194,diane keaton,4.0,top
1195,dice,6.0,top
1196,dido and aeneas,2.0,center
1197,diego garcia,1.0,top
1198,diego maradona,3.0,center
1199,diego velázquez,1.0,top
1200,differential equation,8.0,center-bottom
1201,differential geometry and topology,0.0,bottom
1202,diffuse interstellar band,0.0,bottom
1203,dik-dik,3.0,center-top
1204,dill,7.0,center
1205,dilophosaurus,1.0,bottom
1206,dimetrodon,3.0,center
1207,dingo,4.0,center
1208,dinosaur,89.0,top
1209,diplodocus,3.0,top
1210,directdebit,0.0,bottom
1211,directive principles in india,0.0,bottom
1212,disneyland railroad,0.0,bottom
1213,distilled beverage,6.0,center
1214,dixie mission,3.0,center-top
1215,djibouti,4.0,bottom
1216,dmitri mendeleev,7.0,center
1217,doctor who,21.0,bottom
1218,dodo,13.0,top
1219,dog,95.0,top
1220,doha,0.0,top
1221,dolphin,34.0,bottom
1222,domesday book,4.0,center-top
1223,domestic ac power plugs and sockets,0.0,bottom
1224,domestic goat,10.0,center-top
1225,domesticated turkey,2.0,center-top
1226,dominica,6.0,top
1227,dominican republic,16.0,top
1228,donald bradman,4.0,bottom
1229,donald duck,7.0,center-top
1230,donald knuth,3.0,top
1231,donation,0.0,top
1232,doom,9.0,bottom
1233,dorset,3.0,top
1234,double-decker bus,9.0,bottom
1235,double bass,4.0,top
1236,douglas adams,8.0,bottom
1237,douglas dc-4,0.0,bottom
1238,dove,28.0,center-bottom
1239,dover,3.0,center
1240,down syndrome,10.0,center-bottom
1241,dr. seuss,14.0,top
1242,drama,51.0,top
1243,draughts,0.0,bottom
1244,drawing,24.0,top
1245,dresden,2.0,center-bottom
1246,drinking water,24.0,top
1247,driving on the left or right,2.0,bottom
1248,drosera anglica,1.0,bottom
1249,drosophila melanogaster,5.0,center-bottom
1250,drought,17.0,top
1251,drum and bass,12.0,center
1252,du fu,2.0,bottom
1253,dualism (philosophy of mind),2.0,bottom
1254,dubai,6.0,center
1255,dublin,16.0,top
1256,dubnium,1.0,center-bottom
1257,duchenne muscular dystrophy,0.0,center-top
1258,dundee,2.0,top
1259,dundee united f.c.,0.0,center-top
1260,dune,7.0,center-top
1261,dunnock,2.0,bottom
1262,dunstable downs,0.0,center-top
1263,duran duran,2.0,center-bottom
1264,durham,0.0,top
1265,durham cathedral,5.0,bottom
1266,durian,1.0,bottom
1267,dutch language,50.0,center
1268,dwight d. eisenhower,9.0,center-bottom
1269,dysprosium,2.0,center
1270,e.t. the extra-terrestrial (atari 2600),0.0,bottom
1271,e. e. cummings,3.0,center-top
1272,e. p. wigner,0.0,bottom
1273,echelon,2.0,bottom
1274,emd bl2,0.0,bottom
1275,emd f7,2.0,bottom
1276,emd gp30,0.0,bottom
1277,eagle,21.0,center
1278,eagle scout (boy scouts of america),1.0,bottom
1279,earl of shaftesbury,1.0,center
1280,earless seal,0.0,bottom
1281,earth,657.0,top
1282,earth's atmosphere,83.0,top
1283,earthquake,60.0,top
1284,earwax,0.0,bottom
1285,east-west schism,4.0,bottom
1286,eastenders,5.0,center
1287,east africa,34.0,top
1288,east flemish,1.0,center-top
1289,east timor,2.0,bottom
1290,easter island,7.0,bottom
1291,eastern orthodox church,14.0,top
1292,eastern roman empire,0.0,top
1293,ebony,6.0,center-top
1294,ecology,34.0,top
1295,economic inequality,3.0,center
1296,economics,89.0,top
1297,economy of africa,5.0,center-top
1298,economy of india,2.0,top
1299,economy of pakistan,6.0,top
1300,economy of scotland,0.0,bottom
1301,economy of the iroquois,0.0,bottom
1302,economy of the republic of ireland,3.0,bottom
1303,ecuador,12.0,top
1304,edema,2.0,center-top
1305,edgar allan poe,13.0,center-bottom
1306,edible salt,9.0,center-top
1307,edinburgh,13.0,top
1308,edmond halley,3.0,center
1309,edmonton,0.0,bottom
1310,edmund burke,1.0,center
1311,edmund hillary,2.0,center
1312,education,54.0,top
1313,education in the united states,38.0,center-bottom
1314,educational psychology,6.0,center-bottom
1315,edward gibbon,4.0,center-bottom
1316,edward iii of england,8.0,top
1317,edward ii of england,1.0,center-bottom
1318,edward iv of england,4.0,center-top
1319,edward i of england,5.0,top
1320,edward jenner,8.0,top
1321,edward teller,0.0,center-bottom
1322,edward viii of the united kingdom,6.0,bottom
1323,edward vii of the united kingdom,6.0,top
1324,edward vi of england,5.0,bottom
1325,edward v of england,1.0,center-top
1326,edward the confessor,10.0,center-top
1327,edwin of northumbria,0.0,top
1328,effect of hurricane katrina on new orleans,7.0,bottom
1329,effects of global warming,2.0,bottom
1330,effects of nuclear explosions,6.0,bottom
1331,egg (food),8.0,bottom
1332,egypt,151.0,top
1333,egyptian pyramids,28.0,center-bottom
1334,eifel aqueduct,0.0,bottom
1335,eilmer of malmesbury,0.0,center-top
1336,einsteinium,4.0,top
1337,el aaiún,1.0,top
1338,"el hatillo municipality, miranda",0.0,bottom
1339,el lissitzky,1.0,center-top
1340,el niño-southern oscillation,3.0,center-bottom
1341,el salvador,8.0,top
1342,elagabalus,2.0,center
1343,eldfell,2.0,center-top
1344,election,9.0,center-top
1345,electric charge,24.0,top
1346,electric field,18.0,top
1347,electrical engineering,22.0,top
1348,electrical resistance,7.0,top
1349,electricity,94.0,top
1350,electromagnetic radiation,36.0,top
1351,electron,44.0,top
1352,electron beam welding,1.0,top
1353,electronic amplifier,1.0,bottom
1354,electronics,101.0,center
1355,elementary algebra,5.0,top
1356,elementary arithmetic,5.0,top
1357,elementary group theory,1.0,bottom
1358,eleocharis dulcis,0.0,bottom
1359,elephant,63.0,top
1360,elephant bird,5.0,bottom
1361,elephant shrew,14.0,bottom
1362,elfin-woods warbler,0.0,bottom
1363,elias ashmole,3.0,bottom
1364,eliminative materialism,2.0,bottom
1365,elizabeth fry,2.0,bottom
1366,elizabeth ii of the united kingdom,63.0,center
1367,elizabeth i of england,15.0,center-top
1368,elizabethan poor law (1601),0.0,bottom
1369,elvis presley,18.0,center
1370,emacs,2.0,top
1371,emanuel swedenborg,4.0,top
1372,emirate,6.0,top
1373,emma roberts,0.0,bottom
1374,emotion,50.0,top
1375,emperor penguin,6.0,top
1376,empires  dawn of the modern world,0.0,bottom
1377,empiricism,6.0,center
1378,employment,28.0,bottom
1379,emu,5.0,top
1380,enceladus (moon),4.0,bottom
1381,encyclopædia britannica,7.0,center
1382,endoscopic foreign body retrieval,0.0,bottom
1383,energy,80.0,top
1384,engineering,98.0,top
1385,england,765.0,top
1386,england expects that every man will do his duty,4.0,center
1387,english channel,32.0,top
1388,english reformation,7.0,top
1389,english language,383.0,top
1390,english monarchs family tree,0.0,bottom
1391,english peasants' revolt of 1381,6.0,bottom
1392,english poetry,8.0,top
1393,enigma machine,6.0,center-top
1394,entropy,5.0,bottom
1395,environmental science,7.0,top
1396,enzyme kinetics,3.0,center-bottom
1397,eocene,2.0,center-top
1398,epaminondas,1.0,center
1399,epazote,3.0,bottom
1400,epic of gilgamesh,9.0,top
1401,episcopal polity,2.0,top
1402,equal protection clause,8.0,center
1403,equatorial guinea,6.0,bottom
1404,erbium,3.0,center
1405,eric clapton,7.0,top
1406,erie canal,5.0,center-top
1407,eris (dwarf planet),3.0,bottom
1408,eritrea,6.0,bottom
1409,ernest hemingway,13.0,bottom
1410,ernest rutherford,1.0,top
1411,eruption column,2.0,center
1412,erwin rommel,3.0,center-bottom
1413,eskimo,7.0,center-top
1414,esox,0.0,bottom
1415,esperanto,4.0,center-bottom
1416,essential oil,6.0,center-bottom
1417,estonia,6.0,bottom
1418,ethanol,32.0,top
1419,ethics,29.0,top
1420,ethiopia,46.0,bottom
1421,ethiopian wolf,2.0,bottom
1422,ethnic group,26.0,top
1423,euclid,10.0,center-top
1424,euclidean geometry,5.0,center-bottom
1425,eukaryote,27.0,center-top
1426,euphrates,6.0,center
1427,eurasian bullfinch,0.0,bottom
1428,eurasian collared dove,3.0,bottom
1429,eurasian eagle owl,2.0,center-top
1430,eurasian jay,5.0,top
1431,eurasian oystercatcher,0.0,bottom
1432,euro,28.0,bottom
1433,europe,804.0,top
1434,european goldfinch,3.0,center
1435,european greenfinch,0.0,bottom
1436,european kingfisher,0.0,bottom
1437,european parliament,11.0,center-bottom
1438,european space agency,14.0,bottom
1439,european union,168.0,top
1440,europium,4.0,top
1441,eurovision song contest,1.0,center-bottom
1442,euston manifesto,0.0,bottom
1443,eustreptospondylus,0.0,bottom
1444,eva perón,4.0,bottom
1445,evan rachel wood,0.0,bottom
1446,evanton,0.0,bottom
1447,evolution,95.0,top
1448,evolutionarily stable strategy,1.0,bottom
1449,existentialism,25.0,center
1450,exploration of mars,2.0,top
1451,explorer i,3.0,top
1452,expressionism,6.0,bottom
1453,extinct birds,4.0,bottom
1454,extinction,31.0,top
1455,extrasolar planet,9.0,top
1456,extraterrestrial life,7.0,top
1457,eye,102.0,top
1458,eye (cyclone),2.0,bottom
1459,eyelid,9.0,top
1460,ezra pound,3.0,top
1461,f-35 lightning ii,3.0,center
1462,f-4 phantom ii,4.0,center-bottom
1463,fifa,20.0,bottom
1464,fifa world cup,27.0,bottom
1465,fm consolidated line,0.0,bottom
1466,fairtax,1.0,bottom
1467,fair isle,5.0,center-top
1468,falcon,9.0,center-top
1469,falkirk wheel,0.0,bottom
1470,falkland islands,6.0,center-top
1471,family,32.0,top
1472,famine,21.0,center
1473,fanny blankers-koen,0.0,bottom
1474,faroe islands,6.0,bottom
1475,fascism,6.0,top
1476,fashion,17.0,top
1477,fatty acid,9.0,top
1478,fauna of australia,0.0,bottom
1479,feather,25.0,bottom
1480,fed cup,1.0,center-top
1481,federal bureau of investigation,20.0,top
1482,federated states of micronesia,2.0,center-top
1483,fedora core,2.0,bottom
1484,feldspar,1.0,center-top
1485,felice beato,3.0,bottom
1486,felix mendelssohn,0.0,bottom
1487,felix the cat,3.0,top
1488,fencing,6.0,top
1489,fennel,7.0,top
1490,ferdinand magellan,5.0,top
1491,ferdinandea,1.0,center-top
1492,fermi paradox,4.0,bottom
1493,fermium,2.0,bottom
1494,fern,8.0,center
1495,fertile crescent,4.0,top
1496,fertilizer,33.0,bottom
1497,fetal alcohol spectrum disorder,0.0,bottom
1498,ffestiniog railway,2.0,center-top
